File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
56b2c6b6-eeaf-4cba-95d0-f8a82ee636ae	f92f5c0d-f440-4ad9-b937-4043f28648fe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5436	TCGA-CV-5436-01A	Primary Tumor
f751f2ab-b9a1-4370-832a-b9217a747ad5	2be3f783-b3cb-4074-b565-d941158f0ff6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6823	TCGA-D6-6823-01A	Primary Tumor
a0c9c4e2-b1c4-49cb-a009-cee2aafa8104	c5d86cae-cf78-4831-a5f4-bbfce5f496ee.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6517	TCGA-D6-6517-01A	Primary Tumor
d743617a-f053-4abf-aa41-3eca383262be	6b7a43cb-ff8f-4a5d-a6fe-61eec2f789a4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5435	TCGA-CV-5435-01A	Primary Tumor
564765f8-d7fa-438c-9105-f0b850853c3c	996d1cd9-fbf6-4b47-ad81-3ebc305a8837.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A6EQ	TCGA-D6-A6EQ-01A	Primary Tumor
47e68489-ae03-4358-bd36-0761278318c4	f3dd4ca0-4bde-4640-8b70-cce35679d5fa.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A463	TCGA-CV-A463-01A	Primary Tumor
450bd706-6f0e-4195-b159-95501fadd871	db6cc551-0cd6-49b4-8167-fff8dd55d59e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-8635	TCGA-HD-8635-11A	Solid Tissue Normal
fde39147-fc68-4cf2-baf5-9e30ae7705cf	18138f51-7891-44a0-bfb2-ba25ae088cfb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-5334	TCGA-CQ-5334-01A	Primary Tumor
3525f19b-e6a4-4c68-976f-c5a4263f2a8e	e2e9185b-11a1-477f-b89d-cfa9082e9da6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7373	TCGA-CR-7373-01A	Primary Tumor
ecaf2d04-7c8a-480a-9c59-6234775b1518	ba7dd3b3-a31a-40f8-a714-9148b5d03725.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7367	TCGA-CR-7367-01A	Primary Tumor
4951c207-6d17-4b8e-8963-4b65d3220dbe	606c5ae4-fefa-41ba-82b7-0e9679fafbc4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A6EK	TCGA-D6-A6EK-01A	Primary Tumor
2b969a8a-4f10-468f-9fa6-28f53bcce267	c0af0359-15f8-47cb-8071-b5701a35ecd2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JT	TCGA-CV-A6JT-01A	Primary Tumor
c8316d24-5d6c-4d66-8a02-e6c6071675aa	46b34d45-ada9-407f-a4c0-2bfa0c1859fd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5358	TCGA-CN-5358-01A	Primary Tumor
381ec1ca-3c1c-4ac7-a290-d23454263b20	2e648bea-efbd-4700-86f8-300d26e153ee.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7394	TCGA-CR-7394-01A	Primary Tumor
85e80d18-3af7-4519-bfc5-fbec9b9e96a2	1815bb9f-52f7-4d05-8333-0c061f0f0604.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7429	TCGA-CV-7429-01A	Primary Tumor
0d0ab952-b21e-474a-8424-1d19545edb60	bd676e50-2d6c-4fea-a5a0-14ab1de08d84.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5373	TCGA-CN-5373-01A	Primary Tumor
50c8005b-65f0-45bf-92f6-cdd7d810c5d3	a64e7f14-8136-4db2-91a6-458104519b17.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7395	TCGA-CR-7395-01A	Primary Tumor
7c1fdd93-9e5f-434e-8a79-ca0e506c61ae	c9faa71c-ba76-49c7-8d82-47cbf410be68.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-5151	TCGA-BA-5151-01A	Primary Tumor
a921fb29-fa4d-4a9e-a38c-6d585fd7c73d	3c8e665c-9e41-4101-bef7-99562d47922d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A6IH	TCGA-QK-A6IH-01A	Primary Tumor
22f37606-6bcf-455f-9d7f-e7c15ec04d13	3dcd7497-606e-404c-bd13-ce5fc068d504.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-UF-A7JO	TCGA-UF-A7JO-01A	Primary Tumor
39450753-066d-4aaf-a1a3-421382c7f301	1b84c10b-9ac6-4c45-b122-442bbe10e4da.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A6DL	TCGA-BA-A6DL-01A	Primary Tumor
49f8e4a0-262d-42dd-bfa4-7ed46316e2ed	352b68d8-a9a2-4210-9f28-071b777654c0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-A4CG	TCGA-CQ-A4CG-01A	Primary Tumor
30ecedaf-0e5a-49db-bb51-5c980439b28b	4b1e826d-902e-4a19-b509-b4efbcf8f738.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JM	TCGA-CV-A6JM-01A	Primary Tumor
9fc3977e-e8a0-4f2e-9f43-97b844332102	4b705795-afeb-4cab-be3c-2206af44fa84.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-4077	TCGA-BA-4077-01B	Primary Tumor
8d8d5a52-02e0-40e8-a034-86fef3a1cfd2	261074cc-de7b-4acd-b4d7-0ba7f19398d8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A6SX	TCGA-P3-A6SX-01A	Primary Tumor
09c8ec1d-c1d9-45a9-aab8-d92c0104ea03	3eca4bbb-7fca-4ffa-9ebf-044bee4fe341.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A6DJ	TCGA-BA-A6DJ-01A	Primary Tumor
97fc06e9-d798-4892-8b43-773df6521d3a	bd069c1e-7750-4b59-b2c9-0e2e465adb0d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6474	TCGA-CR-6474-01A	Primary Tumor
26033c22-7119-4587-9eab-fc033328e6d0	09a0944b-285f-4115-9715-3b1b4fd66f89.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7255	TCGA-CV-7255-01A	Primary Tumor
b8610e1d-b589-485a-bd0d-b9cbffccd098	f95c5f56-43a0-4730-ac16-fe452fc4ed19.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-A633	TCGA-HD-A633-01A	Primary Tumor
8c326fb7-18f4-44ec-a2c8-479ce33fda20	cf3dbfa8-f751-43bd-8df2-229bd34978eb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-UF-A718	TCGA-UF-A718-01A	Primary Tumor
348a7c6a-ea52-417f-bf69-983ad2d6bd15	885d0d86-4c31-4594-954d-f331edcd4879.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7101	TCGA-CV-7101-01A	Primary Tumor
a63fbf1b-747e-45ff-8a3e-ec2ffd9828f4	b6479904-c5ce-439c-9d56-990b921bac30.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5979	TCGA-CV-5979-01A	Primary Tumor
5e349fe8-7ecc-4697-b30f-c3db5ed64215	d12e61ba-c31a-48ec-ae3a-20e7a2aee689.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-4735	TCGA-CN-4735-01A	Primary Tumor
c725d594-fed4-46ae-9832-805290a768fc	f8e38a9b-a7b9-42c6-a572-7a66312327de.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-T2-A6WZ	TCGA-T2-A6WZ-01A	Primary Tumor
afa61e05-1061-492b-a0ff-198b3b338b51	80c8b6a8-8f11-4147-b2aa-2d1a84574474.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MT-A7BN	TCGA-MT-A7BN-01A	Primary Tumor
a2c41bc4-d1b1-4547-8370-d82eea6d758d	09a0944b-285f-4115-9715-3b1b4fd66f89.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7255	TCGA-CV-7255-01A	Primary Tumor
4718bfc5-a504-44b4-82e7-5b61a8e95fca	e5d2d3c9-5d34-4c98-b810-97795cd1c9b1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7438	TCGA-CV-7438-11A	Solid Tissue Normal
8c31a389-703c-4027-8816-e984764c9c90	fec14941-d5e0-4c30-9c68-ccd79b2cea4e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-A4C7	TCGA-CQ-A4C7-01A	Primary Tumor
13f58180-5c94-46fc-b9d8-b8418a62b40a	126cc745-79f9-4b7a-8a6a-af2be915ebaf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6484	TCGA-CR-6484-01A	Primary Tumor
e9cec958-908e-4011-8c36-4156b594c72b	f3ef5625-ff89-4e70-9844-275edeabcb88.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7422	TCGA-CV-7422-01A	Primary Tumor
9d87191c-909b-4047-a155-fa93c09f69af	458719e9-d654-4396-88e0-c15f94f1cc3e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6953	TCGA-CV-6953-01A	Primary Tumor
bc3dcb23-320e-4096-bb80-92de4a41f4c4	54aaa0c4-31df-4bdb-ac24-579c3c6ccf54.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-5332	TCGA-CQ-5332-01A	Primary Tumor
04061ebf-6c40-4ece-b2b4-fa4e797b947e	5741a13a-58ac-4dd2-9f18-4471e4ef8c26.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6942	TCGA-CV-6942-01A	Primary Tumor
e47f47c4-298b-45a6-9f8a-a8faf1c957f1	4d26d2ea-cd58-4308-86b1-31d2347284d3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7254	TCGA-CV-7254-01A	Primary Tumor
071525c4-f802-4728-81ca-fa1c3a72cd36	6f6ccd17-edd4-40fd-b046-f64dca855c9b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-TN-A7HI	TCGA-TN-A7HI-01A	Primary Tumor
4397e9b0-2971-44d5-90ac-500f4af28f78	1bc56e7f-f29d-4776-984a-2cf3dbf7efc4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6956	TCGA-CV-6956-11A	Solid Tissue Normal
0ccbc483-4ebb-4898-80c0-7e3565b01243	77633295-c393-46a7-8d5d-ce05263bf295.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7100	TCGA-CV-7100-01A	Primary Tumor
849f318c-857e-4129-9c3c-fb0255a07d6e	8c01aad8-d3bc-4fe9-a45d-726e6dd8e7a6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A74Q	TCGA-D6-A74Q-01A	Primary Tumor
031eaab8-67fc-484c-ac4c-2678758ced23	ec8f3bbf-4325-4a82-a1e2-206d47381386.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7434	TCGA-CV-7434-11A	Solid Tissue Normal
33529b8a-1199-4408-8481-7894a092a421	0a15de63-cefc-429b-a1b3-b9140a251325.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-5331	TCGA-CQ-5331-01A	Primary Tumor
f1d5de1a-7e79-4467-9f4d-74092d1f5964	d3e1c43a-d18f-466d-a72f-15a7da8e32e5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A6IF	TCGA-QK-A6IF-01A	Primary Tumor
5dfd7026-459b-40d2-a4b3-087922925137	b8f951b7-1e0c-4333-a763-1c81bdc938b8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-C9-A480	TCGA-C9-A480-01A	Primary Tumor
acd29c8d-3356-424d-b40f-ba3f00e6047c	34404ab0-933f-43f5-89a6-38af91b8d65d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-AA3J	TCGA-QK-AA3J-01A	Primary Tumor
2b61c836-d952-4a68-9027-ac17ec4ce51c	ed29f822-9020-49ed-84f3-8ed53ed90d2d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5365	TCGA-CN-5365-01A	Primary Tumor
0aeb5323-e79a-41f3-8bba-51221a25268a	0498a035-bea0-4601-8763-ed17963d982e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6940	TCGA-CV-6940-01A	Primary Tumor
3e392b84-3d3b-4358-96e5-7253d789131c	5e79c5a9-5341-44e1-95fb-392020416b0c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7183	TCGA-CV-7183-11A	Solid Tissue Normal
d406540c-cfdf-4e3f-bec8-19254048720f	ef20a7ca-6c3b-4893-abe7-40c1c027556b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-RS-A6TO	TCGA-RS-A6TO-01A	Primary Tumor
c38556a9-570f-4406-b0f1-8b0d1cfe1829	3684c680-68bc-4a84-b8f9-13142c6276e6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7103	TCGA-CV-7103-11A	Solid Tissue Normal
f3537151-1cb7-45e9-84c8-b8e7c537e865	da50f41d-e644-4481-94b8-62c31538e4b8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MT-A51X	TCGA-MT-A51X-01A	Primary Tumor
364f6ea5-c021-4719-b273-a4cee0326e24	f4d1f4ab-49db-45aa-a121-22f67d7b2b64.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5361	TCGA-CN-5361-01A	Primary Tumor
86a12c44-4853-4ffd-81ae-12c10f1e6c0c	a7208747-f725-4d83-9fb0-e8e53b497938.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6K0	TCGA-CV-A6K0-01B	Primary Tumor
84466abf-f1c2-45a7-941c-8a886f46de45	8a3d807e-8a53-433f-8571-ee116e84dafc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7425	TCGA-CV-7425-11A	Solid Tissue Normal
7fb20377-1dc5-427d-8b45-81c79e98ca3a	85535e8e-79b2-4d55-a340-eb39e9aeb355.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-F7-A620	TCGA-F7-A620-01A	Primary Tumor
1cd466e0-ecd2-4adf-8377-57aa0d28b27c	39b59f6d-b1ff-4c27-989f-c30e539b8a40.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A6DG	TCGA-BA-A6DG-01A	Primary Tumor
5b137359-0502-4c2d-84cb-8ccfae9e2d84	a82da9c2-5488-447f-a8e4-2612e3d34cb0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A8Z9	TCGA-QK-A8Z9-01B	Primary Tumor
f28e13e7-5d7c-49d3-8d79-bbe8a6db9d00	3811c6a6-dd9f-4f76-92cc-d487bd443ed5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5971	TCGA-CV-5971-01A	Primary Tumor
c2f9840e-8fee-422d-849c-ed924f0439f2	bbcc6c90-4b9d-496d-ad0b-64faa4894e26.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6516	TCGA-D6-6516-01A	Primary Tumor
3f162ed8-e59d-4ab3-acf6-1c304daf17cd	461e758e-bedd-458e-b99d-dde7b27276d9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-F7-8489	TCGA-F7-8489-01A	Primary Tumor
3cd4215c-f212-441d-8a1e-4ba35e6fe38c	4060c24e-a2ef-457f-ae38-9a13e0a446df.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5444	TCGA-CV-5444-01A	Primary Tumor
a8e7981c-3f3e-4863-82db-887d2d6a7be7	0ea4cfc7-e096-4c03-96a0-792eedf79f56.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-4P-AA8J	TCGA-4P-AA8J-01A	Primary Tumor
159ac3a5-621e-407d-97d7-9f6a3058b907	0c9fda86-dca4-4dbb-912d-424feaa5dcc6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JZ	TCGA-CV-A6JZ-01A	Primary Tumor
67dd02e1-e8cc-4934-aced-7f79d66b632b	0d56836d-6eb4-4736-9ad0-3c1139302043.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JN	TCGA-CV-A6JN-01A	Primary Tumor
d4a60135-8262-4044-86f5-f7194f930186	5dc1623d-d048-4d85-b118-55a5226ede95.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A497	TCGA-CN-A497-01A	Primary Tumor
983cb886-0581-4ccd-a0da-2097ac697c0d	7444bf59-9dfd-4037-b405-c9e45d78b445.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-A6SH	TCGA-IQ-A6SH-01A	Primary Tumor
ae6e07a7-20f1-42d8-b2d7-9b6097d2f2d9	21b9810c-2e24-4c81-9c34-6f101f614217.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7380	TCGA-CR-7380-01A	Primary Tumor
f1842ae6-eea1-4ae3-85f1-831f8fcc45d5	d7d800a4-6579-4f1d-9226-3922298b9ba0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-4726	TCGA-CN-4726-01A	Primary Tumor
fa18445e-31f8-4e06-a2c5-e3aabf4b2870	be42dffc-81a2-4fec-a533-1fcc512d392c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7423	TCGA-CV-7423-01A	Primary Tumor
11432de6-8437-4cdb-b8fe-c247221122e3	82dcf543-77eb-416d-ae9f-2d7cce203d63.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6K1	TCGA-CV-A6K1-01A	Primary Tumor
83d208df-56df-4815-9064-c5c6c39a8d95	6c4bec8b-a0a8-4068-9ace-f20c5a4811f0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A6V7	TCGA-CN-A6V7-01A	Primary Tumor
12363e97-e360-4040-a57c-156a8af9ab2c	c313e35f-951f-44bb-91b7-e7838abe0bc6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-6228	TCGA-CQ-6228-01A	Primary Tumor
998f0944-80b9-4eea-8b1d-a0f8722488ae	ef4c294b-b29c-4c00-996c-26195febad00.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-F7-A50G	TCGA-F7-A50G-01A	Primary Tumor
9f51055a-24cd-43bb-a606-6a0a9857e669	49fc6d64-3d80-4555-9645-a7d91fd59d33.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6441	TCGA-CV-6441-01A	Primary Tumor
1a333bdb-9161-48bb-8075-9fe90a361865	2f069559-91be-47bf-bdfc-7257603f41c3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7393	TCGA-CR-7393-01A	Primary Tumor
c6a5b0a7-74e9-40da-9d01-6f2d27c57c86	0968dd71-882c-4727-9b75-6e572d3b161e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A45R	TCGA-CV-A45R-01A	Primary Tumor
50c36bfb-4ce2-4cc0-916a-92b857593d83	60eeee3f-55f1-468c-b6eb-bd4d8cddc6d1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6436	TCGA-CV-6436-01A	Primary Tumor
ab3c509d-88f7-4e91-80cb-e66519041591	b4a4cc9a-5053-4968-a54e-be08e53ce2e1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-A4ZB	TCGA-D6-A4ZB-01A	Primary Tumor
d6e9db37-cac1-4313-95a0-0c99cf3d6ed7	a32b6a6b-c776-473d-925a-c82421b1c5f1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-6017	TCGA-CN-6017-01A	Primary Tumor
db5f06cf-714c-4da8-8058-09a5b4dcaf33	332578e8-f23f-48f3-912f-afedc27dcc6e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7410	TCGA-CV-7410-01A	Primary Tumor
be59d78f-ed8f-40fd-ba4e-9392af58c0cf	324fecd8-fffb-4465-96c3-7000a9091efc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7425	TCGA-CV-7425-01A	Primary Tumor
eaf9c944-b934-4090-b9bc-9298d44f77f7	ac00379a-61d0-4c1c-b314-a7773bde1458.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-A6I0	TCGA-HD-A6I0-11A	Solid Tissue Normal
604d9cf2-ba6b-4be5-80e0-baf0d6ecc9db	29c24d83-b40f-443e-81db-f764c4b03d36.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-4217	TCGA-BB-4217-01A	Primary Tumor
